ID,Name,Satellite Type,Characteristic Length [m],A/M [m^2/kg],Area [m^2],Mass [kg],Ejection Velocity [m/s],Velocity [m/s],Position [m],Semi-Major-Axis [m],Eccentricity,Inclination [rad],Longitude of the ascending node [rad],Argument of periapsis [rad],Mean Anomaly [rad]
24946,IRIDIUM 33,SPACECRAFT,1.7908909551359835,0.013870899735497452,2.519,181.60321594377535,[0 0 0],[-216.33890460352256 418.2460303944032 7448.809431901145],[6508917.055099439 2974483.386663436 14901.218633767334],7157392.720016162,0.0010036,1.5077393262495935,0.42851672860815176,1.4324196423797781,4.8538456875597324
22675,COSMOS 2251,SPACECRAFT,1.3436717137881784,0.01494673670494894,1.418,94.87020665390412,[0 0 0],[-825.7437478786883 1873.7812289903914 7159.172935243141],[6600625.870434798 2813001.076077001 13853.65732053807],7161266.952532393,0.0024426,1.2922365421888455,0.4023106098894569,2.482350379184999,3.80434460979017
